Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Adult
1,1,2,9500,1,Complete Secondary Education,112.0,1,Complete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,106.8,1,0,0,1,0,1,19,0,0,7,8,6,13.53333333,0,0,8,9,7,13.61428571,0,12.4,0.5,1.79,Graduate,0
1,1,1,9070,1,Complete Secondary Education,126.0,1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Other,120.1,0,1,0,1,0,1,20,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,11.1,0.6,2.02,Graduate,0
1,1,2,9254,1,Complete Secondary Education,120.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,116.5,1,0,0,1,0,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11.0,0,12.4,0.5,1.79,Graduate,0
1,51,1,9070,1,Complete Secondary Education,117.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Elementary Occupations,120.0,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled,1
1,1,1,9853,1,Complete Secondary Education,153.0,1,Complete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Technicians,139.7,1,0,0,1,0,1,19,0,0,7,7,7,13.42857143,0,0,7,7,7,14.85714286,0,11.1,0.6,2.02,Graduate,0
1,1,2,9070,1,Complete Secondary Education,124.0,1,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Professionals,123.7,1,0,0,1,0,1,18,0,1,6,8,6,12.71428571,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate,0
1,17,2,9130,1,Complete Secondary Education,127.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Management,116.5,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0
1,17,1,9670,1,Complete Secondary Education,126.0,1,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Administrative,122.2,0,0,0,1,0,1,19,0,0,6,6,6,13.66666667,0,0,6,9,6,13.66666667,0,8.9,1.4,3.51,Graduate,0
1,1,1,9773,1,Complete Secondary Education,133.1,1,Other Specific Qualifications,Incomplete Secondary Education,Other,Other,146.0,0,0,1,1,0,0,20,0,0,6,6,5,11.0,0,0,6,6,6,13.16666667,0,16.2,0.3,-0.92,Graduate,0
1,17,2,9853,1,Complete Secondary Education,114.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Other,108.8,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,13.9,-0.3,0.79,Enrolled,0
1,43,1,171,1,Complete Secondary Education,133.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Administrative,Agriculture and Fishery,133.0,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,0
1,17,1,9130,1,Complete Secondary Education,130.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Administrative,123.8,0,0,0,1,0,0,18,0,0,5,7,4,12.0,0,0,5,6,5,12.0,0,7.6,2.6,0.32,Graduate,0
1,17,3,9773,1,Complete Secondary Education,127.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Administrative,Craft and Related Trades,120.0,0,0,0,1,0,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,0
1,17,3,9238,1,Complete Secondary Education,143.0,1,Other Specific Qualifications,Other Specific Qualifications,Other,Agriculture and Fishery,126.9,1,0,0,1,0,0,18,0,0,6,14,5,11.0,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,Graduate,0
1,18,4,9773,1,Complete Secondary Education,130.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,121.3,1,0,0,1,0,0,20,0,0,6,12,5,12.0,0,0,6,8,6,11.57142857,0,15.5,2.8,-4.06,Dropout,0
1,17,3,9500,1,Complete Secondary Education,136.0,1,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,129.0,1,0,0,1,0,1,19,0,0,7,7,7,13.30857143,0,0,8,10,8,12.55,0,12.4,0.5,1.79,Graduate,0
1,1,1,9853,1,Complete Secondary Education,125.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.66666667,0,0,6,7,3,10.66666667,0,15.5,2.8,-4.06,Dropout,1
1,17,1,9670,1,Higher Education - Bachelor/Degree,110.0,1,Complete Secondary Education,Higher Education - Undergraduate,Administrative,Craft and Related Trades,106.5,1,0,1,0,0,0,20,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,0
1,1,1,9254,1,Complete Secondary Education,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,133.9,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Graduate,0
1,1,1,9773,1,Complete Secondary Education,135.0,1,Complete Secondary Education,Higher Education - Undergraduate,Administrative,Professionals,124.9,0,0,0,1,0,1,20,0,0,6,7,6,12.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,Graduate,0
1,1,2,9500,1,Complete Secondary Education,133.0,1,Incomplete Secondary Education,Other Specific Qualifications,Management,Plant and Machine Operators,128.5,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,Graduate,0
1,17,1,9130,1,Complete Secondary Education,122.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,121.7,1,0,0,0,0,0,22,0,0,6,0,0,0.0,0,0,2,2,0,0.0,2,9.4,-0.8,-3.12,Dropout,1
1,1,2,9853,1,Complete Secondary Education,121.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Administrative,120.0,1,0,0,1,0,0,18,0,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled,0
1,43,1,9147,1,Complete Secondary Education,123.0,1,Higher Education - Undergraduate,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.16666667,2,4,10,16,7,10.57142857,0,7.6,2.6,0.32,Enrolled,1
1,1,1,9238,1,Complete Secondary Education,128.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Other,Administrative,120.3,1,0,0,1,0,0,19,0,0,6,12,2,13.0,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Graduate,0
1,1,4,171,1,Complete Secondary Education,139.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,127.8,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0
1,1,2,9500,1,Complete Secondary Education,124.0,1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,123.3,1,0,0,1,0,1,20,0,0,8,8,7,14.90142857,1,0,8,8,7,14.90142857,1,9.4,-0.8,-3.12,Dropout,0
1,1,3,9500,1,Complete Secondary Education,135.0,1,Other Specific Qualifications,Incomplete Secondary Education,Craft and Related Trades,Craft and Related Trades,126.3,1,0,1,1,0,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.44555556,0,15.5,2.8,-4.06,Graduate,0
1,51,1,9991,0,Other,110.0,1,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Plant and Machine Operators,128.2,0,0,0,0,0,0,22,0,7,12,12,7,11.0,0,5,5,5,5,10.6,0,8.9,1.4,3.51,Dropout,1
1,17,4,9085,1,Complete Secondary Education,138.0,1,Incomplete Secondary Education,Other Specific Qualifications,Other,Agriculture and Fishery,134.9,1,0,0,1,0,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.66666667,0,7.6,2.6,0.32,Graduate,0
1,44,1,9003,1,Other,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Service and Sales,Service and Sales,140.0,0,0,0,1,0,0,19,0,0,6,7,6,12.0,0,0,6,7,6,12.66666667,0,12.4,0.5,1.79,Graduate,0
1,1,5,9500,1,Complete Secondary Education,126.0,1,Complete Secondary Education,Incomplete Secondary Education,Service and Sales,Agriculture and Fishery,115.5,1,0,0,1,0,1,19,0,0,7,8,7,12.13571429,0,0,8,10,7,13.32857143,0,12.4,0.5,1.79,Graduate,0
1,1,2,9500,1,Complete Secondary Education,113.0,1,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,106.7,1,0,0,1,0,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,Enrolled,0
1,39,1,9991,0,Complete Secondary Education,120.0,1,Other Specific Qualifications,Other Specific Qualifications,Professionals,Professionals,140.0,0,0,0,1,0,0,25,0,0,5,11,3,10.66666667,0,0,5,11,3,11.33333333,0,15.5,2.8,-4.06,Enrolled,1
1,1,1,9500,1,Complete Secondary Education,145.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,136.6,0,0,0,1,0,1,19,0,0,7,12,6,13.76666667,0,0,8,10,7,14.05142857,0,15.5,2.8,-4.06,Graduate,0
1,18,1,9500,1,Complete Secondary Education,124.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,119.3,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate,0
1,1,1,9070,1,Complete Secondary Education,160.0,1,Higher Education - Undergraduate,Other Specific Qualifications,Management,Plant and Machine Operators,152.0,1,0,0,0,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,0
1,1,1,9500,1,Complete Secondary Education,138.0,1,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Administrative,144.3,0,0,0,1,0,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.57142857,0,13.9,-0.3,0.79,Graduate,0
1,39,2,9556,1,Complete Secondary Education,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,159.0,1,0,0,1,0,0,25,0,0,7,11,7,11.85714286,0,0,8,21,5,11.7,0,12.4,0.5,1.79,Enrolled,1
1,17,1,9500,1,Complete Secondary Education,127.0,1,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Plant and Machine Operators,129.5,1,0,0,1,0,1,20,0,0,7,7,6,12.33333333,0,0,7,7,6,12.33333333,0,7.6,2.6,0.32,Graduate,0
1,39,1,9238,1,Complete Secondary Education,170.0,1,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,140.0,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled,1
1,1,3,9670,1,Complete Secondary Education,111.0,1,Complete Secondary Education,Complete Secondary Education,Administrative,Administrative,105.4,0,0,0,1,0,0,20,0,0,5,6,5,13.33333333,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate,0
1,42,1,9500,1,Complete Secondary Education,100.0,1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Craft and Related Trades,136.0,1,0,0,1,0,0,21,0,4,7,9,7,14.35555556,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,Graduate,1
1,44,1,9003,1,Other,160.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,160.0,0,0,1,1,0,1,19,0,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,Graduate,0
1,1,1,9773,1,Complete Secondary Education,152.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,139.1,0,0,0,1,0,1,19,0,0,6,6,6,12.83333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate,0
1,1,2,9670,1,Complete Secondary Education,144.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,126.9,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,Graduate,1
1,39,1,9500,1,Higher Education - Bachelor/Degree,133.8,1,Higher Education - Undergraduate,Other Specific Qualifications,Management,Elementary Occupations,184.0,0,0,0,1,0,0,28,0,0,7,9,7,17.00555556,0,1,8,9,8,16.58222222,0,15.5,2.8,-4.06,Graduate,1
1,1,1,9238,1,Complete Secondary Education,125.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,125.0,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate,0
1,1,1,9147,1,Complete Secondary Education,150.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,138.5,0,0,0,1,0,1,18,0,0,5,5,5,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate,0
5,17,5,9500,1,Complete Secondary Education,143.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Craft and Related Trades,133.5,1,0,0,1,0,1,18,0,0,8,8,7,12.11428571,0,0,8,8,7,12.11428571,0,12.7,3.7,-1.7,Graduate,0
1,1,3,9500,1,Complete Secondary Education,145.0,1,Incomplete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate,0
1,42,1,9500,1,Complete Secondary Education,120.0,1,Complete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Professionals,130.0,1,0,0,1,0,0,22,0,4,8,8,7,13.28571429,0,4,8,8,7,13.28571429,0,12.7,3.7,-1.7,Graduate,1
1,1,1,9147,1,Complete Secondary Education,138.0,1,Other Specific Qualifications,Other Specific Qualifications,Other,Other,131.0,1,0,0,1,0,0,19,0,0,5,9,4,11.0,0,0,5,8,3,10.66666667,0,12.4,0.5,1.79,Enrolled,0
1,1,1,9500,1,Complete Secondary Education,145.0,1,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Administrative,145.0,0,0,0,1,0,1,18,0,0,7,7,7,14.07142857,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,Graduate,0
1,17,1,9254,1,Complete Secondary Education,122.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Service and Sales,114.3,0,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0
1,44,1,171,1,Other,110.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Service and Sales,108.3,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11.0,0,12.4,0.5,1.79,Dropout,1
1,1,3,9070,1,Complete Secondary Education,136.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,125.2,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate,0
1,1,1,9254,1,Complete Secondary Education,145.0,1,Complete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,131.7,1,0,0,1,0,1,21,0,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,10.8,1.4,1.74,Dropout,1
1,17,4,9500,1,Complete Secondary Education,141.0,1,Other Specific Qualifications,Other Specific Qualifications,Professionals,Professionals,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.29714286,0,0,8,8,7,13.29714286,0,10.8,1.4,1.74,Graduate,0
1,1,1,9085,1,Complete Secondary Education,149.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Service and Sales,147.6,1,0,0,1,0,0,20,0,0,6,14,6,13.92307692,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,Graduate,0
1,1,6,9500,1,Complete Secondary Education,130.0,1,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Service and Sales,125.1,1,0,0,1,0,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.83333333,0,15.5,2.8,-4.06,Graduate,0
1,17,6,9147,1,Complete Secondary Education,121.0,1,Incomplete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Plant and Machine Operators,123.8,0,0,0,1,0,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11.0,0,12.7,3.7,-1.7,Enrolled,0
1,1,1,9670,1,Complete Secondary Education,128.0,1,Complete Secondary Education,Complete Secondary Education,Management,Management,130.8,1,0,0,1,0,0,20,0,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,Dropout,0
1,1,1,9853,1,Complete Secondary Education,152.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Administrative,154.1,0,0,1,1,0,1,18,0,0,6,6,6,13.33333333,0,0,6,7,6,12.57142857,0,12.7,3.7,-1.7,Graduate,0
1,16,2,9147,1,Complete Secondary Education,132.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,Enrolled,0
1,1,2,8014,0,Complete Secondary Education,107.0,1,Incomplete Secondary Education,Complete Secondary Education,Other,Other,103.5,1,0,0,1,0,0,22,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,Graduate,1
1,1,1,171,1,Complete Secondary Education,131.0,1,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Administrative,132.8,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0
1,51,1,9991,0,Complete Secondary Education,141.0,1,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Agriculture and Fishery,100.0,0,0,0,1,0,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,Graduate,1
1,18,2,9853,1,Complete Secondary Education,120.0,1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Other,115.8,0,0,0,1,0,0,18,0,0,7,12,6,12.0,0,0,7,11,6,12.16666667,0,13.9,-0.3,0.79,Enrolled,0
1,1,1,9500,1,Complete Secondary Education,148.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,133.8,0,0,0,1,0,0,18,0,0,8,8,7,13.48571429,0,0,8,8,7,13.48571429,0,12.7,3.7,-1.7,Graduate,0
1,1,1,9070,1,Complete Secondary Education,130.0,1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Administrative,118.5,0,1,0,1,0,1,18,0,0,6,6,6,12.0,0,0,6,8,6,11.28571429,0,8.9,1.4,3.51,Graduate,0
1,17,1,171,1,Complete Secondary Education,145.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Management,150.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0
1,17,3,9147,1,Complete Secondary Education,112.0,1,Complete Secondary Education,Incomplete Secondary Education,Professionals,Administrative,107.8,1,0,0,1,0,0,19,0,0,5,7,3,10.33333333,0,0,5,11,3,14.42857143,0,10.8,1.4,1.74,Enrolled,0
1,1,1,9500,1,Complete Secondary Education,138.0,1,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Technicians,127.5,1,0,0,1,0,0,19,0,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,Enrolled,0
1,1,3,9500,1,Complete Secondary Education,135.0,1,Complete Secondary Education,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,120.5,1,0,0,1,0,0,19,0,0,8,11,7,13.25857143,0,0,8,11,7,13.25857143,0,10.8,1.4,1.74,Graduate,0
1,1,1,9147,1,Complete Secondary Education,118.0,1,Complete Secondary Education,Higher Education - Undergraduate,Elementary Occupations,Elementary Occupations,117.3,1,0,0,1,0,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12.0,0,8.9,1.4,3.51,Enrolled,0
1,17,1,9254,1,Complete Secondary Education,123.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,120.6,1,0,0,0,0,0,19,0,0,6,9,3,11.66666667,0,0,6,15,1,10.0,0,10.8,1.4,1.74,Dropout,0
1,16,4,9254,1,Complete Secondary Education,126.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,118.7,1,0,0,1,0,1,21,0,0,6,7,6,13.57142857,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,1
1,1,2,9773,1,Complete Secondary Education,150.0,41,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,130.8,0,0,0,1,0,1,20,1,0,6,9,5,11.8,0,0,6,9,5,11.83333333,0,15.5,2.8,-4.06,Graduate,0
1,1,1,9147,1,Complete Secondary Education,121.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Professionals,Plant and Machine Operators,112.6,1,0,0,1,0,1,20,0,0,5,7,5,14.2,0,0,5,7,5,13.28571429,0,11.1,0.6,2.02,Graduate,0
1,39,1,9991,0,Other,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,117.2,0,0,0,1,0,0,41,0,0,5,8,5,11.0,0,0,5,6,5,11.8,1,7.6,2.6,0.32,Graduate,1
4,7,1,9500,1,Other,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Professionals,Professionals,130.0,1,0,0,1,0,0,32,0,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,Enrolled,1
1,17,3,9500,1,Complete Secondary Education,139.0,1,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Administrative,131.8,1,0,0,1,0,0,18,0,0,8,8,7,14.65285714,0,0,8,8,7,14.65285714,0,10.8,1.4,1.74,Graduate,0
4,39,1,8014,0,Complete Secondary Education,160.0,1,Other Specific Qualifications,Other Specific Qualifications,Professionals,Technicians,97.0,0,0,0,1,0,1,35,0,0,6,9,6,11.33333333,0,0,6,6,6,11.33333333,0,15.5,2.8,-4.06,Graduate,1
1,39,1,9500,1,Complete Secondary Education,110.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.0,0,0,1,0,0,0,32,0,0,7,12,4,13.7,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,1
1,39,1,8014,0,Other,140.0,1,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Plant and Machine Operators,148.0,0,0,0,1,0,0,37,0,7,11,11,11,13.72727273,0,4,8,8,8,14.75,0,12.4,0.5,1.79,Graduate,1
2,39,2,9147,1,Higher Education - Bachelor/Degree,130.0,1,Higher Education - Undergraduate,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,103.4,0,0,0,1,0,0,30,0,4,7,9,7,11.75,0,3,8,12,7,11.14285714,0,12.7,3.7,-1.7,Dropout,1
1,43,2,9773,1,Complete Secondary Education,132.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Other,Other,127.1,0,0,0,1,1,0,23,0,0,6,9,6,12.33333333,0,0,6,11,5,13.0,0,7.6,2.6,0.32,Graduate,1
1,17,2,9773,1,Complete Secondary Education,139.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Agriculture and Fishery,124.0,1,0,0,1,0,1,20,0,0,6,6,6,14.0,0,0,6,7,6,13.85714286,0,15.5,2.8,-4.06,Dropout,0
1,1,1,9670,1,Complete Secondary Education,135.0,1,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Agriculture and Fishery,121.4,0,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,Graduate,1
1,1,1,9147,1,Complete Secondary Education,117.0,1,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Agriculture and Fishery,118.1,0,0,0,1,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate,0
1,17,4,9500,1,Complete Secondary Education,137.0,1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Professionals,121.3,1,0,0,1,1,1,18,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,Graduate,0
1,42,1,9119,1,Complete Secondary Education,144.0,1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,119.5,0,0,0,1,1,0,18,0,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout,0
1,39,1,9991,0,Complete Secondary Education,130.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,115.2,0,0,0,1,1,0,24,0,0,5,5,4,12.0,0,0,5,6,5,12.66666667,0,12.4,0.5,1.79,Enrolled,1
1,18,1,9670,1,Complete Secondary Education,140.0,1,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.2,1,0,0,1,1,0,22,0,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,Graduate,1
1,17,4,9254,1,Complete Secondary Education,130.0,1,Incomplete Secondary Education,Complete Secondary Education,Administrative,Administrative,130.0,1,0,0,1,1,0,18,0,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout,0
1,16,2,9238,1,Complete Secondary Education,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Service and Sales,126.9,1,0,0,1,0,0,18,0,0,6,8,6,13.57142857,0,0,6,11,5,12.16666667,0,9.4,-0.8,-3.12,Graduate,0
1,1,2,9070,1,Complete Secondary Education,152.0,101,Higher Education - Undergraduate,Complete Secondary Education,Plant and Machine Operators,Management,168.5,1,0,0,1,1,0,21,1,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,Graduate,1
4,39,1,9500,1,Complete Secondary Education,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.0,0,0,1,1,0,0,38,0,0,7,13,3,11.83333333,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,Dropout,1
1,18,1,9556,1,Complete Secondary Education,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,122.8,0,0,0,1,0,1,19,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,Graduate,0
6,39,1,9500,1,Complete Secondary Education,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,110.0,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.33333333,0,16.2,0.3,-0.92,Dropout,1
